playlist_id,song_id
1004,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
1004,spotify:track:6vTtMyCg96xwpoIBws9K0Q
1004,spotify:track:69kOkLUCkxIZYexIgSG8rq
1004,spotify:track:36c4JohayB9qd64eidQMBi
1004,spotify:track:4wCmqSrbyCgxEXROQE6vtV
1004,spotify:track:5329hKonR0ej5Tq4xmz5gD
1004,spotify:track:3kb38wezoUA8ki5jPYy3t5
1004,spotify:track:2pA4ip3VIEVcIa3qE02oAX
1004,spotify:track:3RVupqMb1zXl8FNG9TlWBZ
1004,spotify:track:7jOXGeS0v0rdFssNy7Mxkn
1004,spotify:track:1t2tKmSYA61IA7scT1yoIn
1004,spotify:track:5JtPGzRgrWxkXX9LoROq3d
1004,spotify:track:2ZWlPOoWh0626oTaHrnl2a
1004,spotify:track:5GXAXm5YOmYT0kL5jHvYBt
1004,spotify:track:6vnDoUOHTiVB5DvX18tJon
1004,spotify:track:12REd1n8PeiHHWOh066tpr
1005,spotify:track:3m660poUr1chesgkkjQM7P
1005,spotify:track:7F9vK8hNFMml4GtHsaXui6
1005,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY
1005,spotify:track:0Qh38w01QRXK6KHIv0e3hb
1005,spotify:track:0CokSRCu5hZgPxcZBaEzVE
1005,spotify:track:5tz69p7tJuGPeMGwNTxYuV
1005,spotify:track:6EpRaXYhGOB3fj4V2uDkMJ
1005,spotify:track:53mrVsi49rLHIaKBiSvElG
1005,spotify:track:2fQrGHiQOvpL9UgPvtYy6G
1005,spotify:track:0jdny0dhgjUwoIp5GkqEaA
1005,spotify:track:7bsnTsbiwOymZWjPF9v6Di
1005,spotify:track:0XLOf9LhyazPX9Ld8jPiUq
1005,spotify:track:1OAh8uOEOvTDqkKFsKksCi
1005,spotify:track:0NiXXAI876aGImAd6rTj8w
1005,spotify:track:7iDa6hUg2VgEL1o1HjmfBn
1005,spotify:track:2eAZfqOm4EnOF9VvN50Tyc
1005,spotify:track:2Gl0FzuLxflY6nPifJp5Dr
1005,spotify:track:0Fv5N0cHBsl4bzCbollCAS
1005,spotify:track:75ZvA4QfFiZvzhj2xkaWAh
1005,spotify:track:6H0AwSQ20mo62jGlPGB8S6
1005,spotify:track:0bXFIF7iL17TYLyx8JHziM
1005,spotify:track:4knL4iPxPOZjQzTUlELGSY
1005,spotify:track:25oOaleife6E2MIKmFkPvg
1005,spotify:track:1uL78kFWxhz3umTMWJu8n5
1011,spotify:track:6D0b04NJIKfEMg040WioJQ
1011,spotify:track:3SGWp9fJCzgK0WcpcKSQdy
1011,spotify:track:5GXAXm5YOmYT0kL5jHvYBt
1011,spotify:track:21TdkDRXuAB3k90ujRU1et
1011,spotify:track:0dA2Mk56wEzDgegdC6R17g
1011,spotify:track:6yHkPtl6UQ7RjtJLBPzbJw
1011,spotify:track:7tr2za8SQg2CI8EDgrdtNl
1011,spotify:track:6kex4EBAj0WHXDKZMEJaaF
1011,spotify:track:1B87ZDrD3Pno9hS4stamWO
1011,spotify:track:2pJZ1v8HezrAoZ0Fhzby92
1011,spotify:track:0gbBzIqrECJOEPvQJIBFs5
1011,spotify:track:0NyOeqzqjVM9j7IuWp2oJ6
1011,spotify:track:1x5sYLZiu9r5E43kMlt9f8
1011,spotify:track:1Eck97uRMlprKOOJN9oO1E
1011,spotify:track:77lGafvlU68CeHgB2pkHC9
1011,spotify:track:7hDc8b7IXETo14hHIHdnhd
1011,spotify:track:104buTcnP2AsxqB7U1FIZ4
1011,spotify:track:0wfbD5rAksdXUzRvMfM3x5
1011,spotify:track:00lNx0OcTJrS3MKHcB80HY
1011,spotify:track:2EEeOnHehOozLq4aS0n6SL
1011,spotify:track:60xaS8mYBKUW4VQQ666N0T
1011,spotify:track:1louJpMmzEicAn7lzDalPW
1011,spotify:track:60APt5N2NRaKWf5xzJdzyC
1011,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8
1036,spotify:track:3M5eeHXgG4VplKNcsBC8Dj
1036,spotify:track:1mqlc0vEP9mU1kZgTi6LIQ
1036,spotify:track:1I8956VUImfafRIuccR9Cq
1036,spotify:track:6L7CjMm9gJNn8Ze62bRk3g
1036,spotify:track:3uhBIQ7tv8j1FME8cFGEfG
1036,spotify:track:6sPOmDulFtLzfX25zICNrC
1036,spotify:track:0VZ9xPNa6ROafP6GYYuv2S
1036,spotify:track:44AyOl4qVkzS48vBsbNXaC
1036,spotify:track:67iAlVNDDdddxqSD2EZhFs
1036,spotify:track:1JO1xLtVc8mWhIoE3YaCL0
1036,spotify:track:3zBhihYUHBmGd2bcQIobrF
1036,spotify:track:754kgU5rWscRTfvlsuEwFp
1036,spotify:track:0EMmVUYs9ZZRHtlADB88uz
1036,spotify:track:4bHsxqR3GMrXTxEPLuK5ue
1036,spotify:track:5T8EDUDqKcs6OSOwEsfqG7
1036,spotify:track:5VWmMZCfJ4yVkJw9ZLFXej
1036,spotify:track:7L605WhF5EGf34ggj87yK6
1036,spotify:track:3zByVQLvdXUaDTubfWkpCk
1036,spotify:track:3xdjjKMcMOFgo1eQrfbogM
1036,spotify:track:0jHkgTtTaqg5LNCiYDQPUB
1036,spotify:track:5wTMQjEx9LWeFwLjolPCUy
1036,spotify:track:42et6fnHCw1HIPSrdPprMl
1036,spotify:track:2FN3EoQdX5eqXpGTkKiRh7
1036,spotify:track:5qqabIl2vWzo9ApSC317sa
1036,spotify:track:3Z9PJ6xiEGmcqo2hESEB5n
1036,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9
1036,spotify:track:5y69gQtK33qxb8a24ACkCy
1036,spotify:track:494OU6M7NOf4ICYb4zWCf5
1057,spotify:track:6HViP4DVYa8gQtxLndmhwu
1057,spotify:track:3WRQUvzRvBDr4AxMWhXc5E
1057,spotify:track:01gNiOqg8u7vT90uVgOVmz
1057,spotify:track:0Zr8z1TgQl27P3qYqQltG2
1057,spotify:track:0Q3SC6kEhxYagDP3bFe5K9
1057,spotify:track:5TqBAOIBe0bQA0spNdcG3k
1057,spotify:track:39hnH8WdPmNT3Q3yzwC9Rg
1057,spotify:track:2eqUZAVXjK61mZqLl4LKJJ
1057,spotify:track:1lWoanAmIk1PZisbP5LmwT
1057,spotify:track:6LTsvaebP6V9tJFvZxqi5M
1057,spotify:track:4dASQiO1Eoo3RJvt74FtXB
1057,spotify:track:24BSTATmWEmrPOgEM17bfN
1057,spotify:track:5tkDCf3xKRZjT5RbCb3sZB
1057,spotify:track:1NMYfyq8eE4qUCj2SXvrJd
1057,spotify:track:7gZQfdEQpmwAoPHSbEHzms
1057,spotify:track:3WtCu35qpzGCLIGa8pczdu
1067,spotify:track:7129iqBafaphfc3WPCGC0L
1067,spotify:track:6Knv6wdA0luoMUuuoYi2i1
1067,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy
1067,spotify:track:0qt5f5EL92o8Snzopsv0en
1067,spotify:track:3bDGwl0X3EjQmIyFD1uif5
1067,spotify:track:5DiXcVovI0FcY2s0icWWUu
1067,spotify:track:48UPSzbZjgc449aqz8bxox
